"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",57.715,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",58.159,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",58.314,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",58.721,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",59.417,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",58.035,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1989",56.116,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1988",55.816,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1987",55.332,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1986",55.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1985",55.014,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1984",54.911,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1983",54.333,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",65.2,,,,
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",63.65,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",63.37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",62.533,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",62.037,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",62.375,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",61.816,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",61.716,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",61.652,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",61.317,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",61.258,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",61.419,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",62.312,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",63.048,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",63.496,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2009",64.395,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",65.085,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",65.713,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",65.933,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",65.649,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",65.932,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",65.478,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",65.638,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2001",65.15,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2000",65.536,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1999",65.801,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1998",65.179,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1997",65.441,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1996",65.196,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",64.605,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",64.375,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",67.367,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",68.108,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",67.826,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",68.124,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1989",67.668,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1988",67.882,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1987",66.743,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1986",67.518,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1985",66.725,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1984",66.494,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1983",65.497,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1981",65.64,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1979",65.07,,,"Break in series: Other or unspecified type of break","Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1978",65.53,,,,"Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1977",64.9,,,,"Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1976",64.16,,,,"Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Denmark","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1974",63.42,,,,"Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",58,,,,"Age coverage - minimum age: 16 years old"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",58.064,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",57.782,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",57.648,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",56.72,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",57.92,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",57.924,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",58.117,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",58.523,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",58.829,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",58.961,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",59.377,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",59.732,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",59.675,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",59.626,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2009",59.505,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",59.373,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",58.578,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",57.98,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",57.091,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",55.851,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",54.935,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",53.773,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2001",52.092,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2000",52.771,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1999",51.614,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1998",51.102,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1997",50.811,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1996",50.355,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",50.045,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",50.231,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",49.854,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",49.814,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",48.207,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",48.566,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1989",48.238,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1988",48.316,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1987",47.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1986",47.019,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1985",47.51,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1984",47.77,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1983",48.08,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1982",48.16,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1981",48.25,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1980",48.77,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1979",49.42,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1978",49.96,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1977",50.55,,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Spain","PC - Population Census","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1970",47.81,,,,
"Spain","PC - Population Census","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1960",51.6,,,,
"Spain","PC - Population Census","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1950",51.19,,,,
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",67,,,,
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",66.458,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",65.644,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",63.688,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",63.516,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",63.576,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",63.853,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",63.581,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",62.988,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",62.122,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",61.12,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",61.325,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",61.311,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",61.305,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",60.499,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2009",60.72,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",61.106,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",60.553,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",60.637,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",58.739,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",59.066,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",58.97,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",57.216,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2001",58.237,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2000",58.934,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1999",58.615,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1998",60.066,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1997",65.016,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1996",64.731,,,,"Repository: OECD"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",65.451,,,,"Repository: OECD"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",67.193,,,,"Repository: OECD"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",67.517,,,,"Repository: OECD"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",69.726,,,,"Repository: OECD"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",72.201,,,,"Repository: OECD"
"Estonia","LFS - Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",73.594,,,,"Repository: OECD | Age coverage - maximum age: 69 years old"
"Estonia","PC - Population Census","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","1989",70.34,,,,
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",60.7,,,,"Age coverage - maximum age: 74 years old"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",61.105,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",61.129,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",60.413,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",58.987,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",59.349,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",59.425,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",58.856,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Labour force participation rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",58.608,,,,"Repository: ILO-STATISTICS - Micro data processing"
